genome,gene,confidence,level,pred_product,truth_product,correct
Staphylococcus_aureus_8325,gene_4b2250251257,1.0,high,atp-dependent helicase/deoxyribonuclease subunit b,exonuclease RexB,0
Staphylococcus_aureus_8325,gene_2bb719a80f4a,1.0,high,coenzyme a disulfide reductase,coenzyme A disulfide reductase,1
Staphylococcus_aureus_8325,gene_678a0dd25467,1.0,high,atp-dependent helicase/nuclease subunit a,ATP-dependent nuclease subunit A,1
Staphylococcus_aureus_8325,gene_0e610b659fac,1.0,high,nad-specific glutamate dehydrogenase,glutamate dehydrogenase,1
Staphylococcus_aureus_8325,gene_f0c1b474c961,1.0,high,argininosuccinate synthase,argininosuccinate synthase,1
Staphylococcus_aureus_8325,gene_959ebfed6851,1.0,high,inactive signal peptidase ia,signal peptidase IA,1
Staphylococcus_aureus_8325,gene_d7a605a8e7d0,1.0,high,3-oxoacyl- synthase 2,3-oxoacyl- synthase,1
Staphylococcus_aureus_8325,gene_fa0cb15675e2,0.5795,moderate,2-isopropylmalate synthase,2-isopropylmalate synthase,1
Staphylococcus_aureus_8325,gene_01b825973fde,0.9161,high,oligopeptide transport atp-binding protein oppf,oligopeptide ABC transporter ATP-binding protein,1
Staphylococcus_aureus_8325,gene_553048b316d9,1.0,high,beta-ketoacyl- synthase iii,3-oxoacyl-ACP synthase III,0
Staphylococcus_aureus_8325,gene_ebbe5ccd34ff,0.496,low,dipeptide-binding protein,oligopeptide ABC transporter substrate-binding protein,0
Staphylococcus_aureus_8325,gene_a8a71513d937,1.0,high,na(+)/h(+) antiporter subunit g1,monovalent cation/H+ antiporter subunit G,1
Staphylococcus_aureus_8325,gene_0f7a8c4efe70,0.4251,low,oligopeptide transport system permease protein appb,oligopeptide ABC transporter permease,0
Staphylococcus_aureus_8325,gene_edebe077a493,0.4929,low,oligopeptide transport system permease protein appc,oligopeptide ABC transporter permease,0
Staphylococcus_aureus_8325,gene_88a43af9234f,0.7594,moderate,peptide abc transporter atp-binding protein y4tr,oligopeptide ABC transporter ATP-binding protein,1
Staphylococcus_aureus_8325,gene_9fffd2e48602,1.0,high,global transcriptional regulator spx,transcriptional regulator Spx,1
Staphylococcus_aureus_8325,gene_a3cf36aeceb4,1.0,high,adapter protein meca,adaptor protein MecA,0
Staphylococcus_aureus_8325,gene_c0e8e8759e59,0.613,moderate,oligopeptidase pepf,oligoendopeptidase F,0
Staphylococcus_aureus_8325,gene_f1744d05279e,0.4577,low,gtp pyrophosphokinase yjbm,GTP pyrophosphokinase,1
Staphylococcus_aureus_8325,gene_d2d0cf8f8fc4,0.8175,high,oligopeptide transport atp-binding protein appf,oligopeptide ABC transporter ATP-binding protein,1
Staphylococcus_aureus_8325,gene_7806526dc5a5,1.0,high,chaperone protein clpb,ATP-dependent Clp protease ATP-binding subunit ClpB,0
Staphylococcus_aureus_8325,gene_d315bf8ebb71,1.0,high,enoyl- reductase fabi,enoyl-(acyl carrier protein) reductase,1
Staphylococcus_aureus_8325,gene_a2fe05021aab,1.0,high,processive diacylglycerol beta-glucosyltransferase,diacylglycerol glucosyltransferase,1
Staphylococcus_aureus_8325,gene_b152434bd821,1.0,high,nad kinase,inorganic polyphosphate/ATP-NAD kinase,1
Staphylococcus_aureus_8325,gene_53c6ea00fe2c,0.4451,low,magnesium transporter mgte,magnesium transporter,1
Staphylococcus_aureus_8325,gene_13400b30ab68,1.0,high,udp-n-acetylmuramoyl-l-alanyl-d-glutamate--l-lysine ligase,UDP-N-acetylmuramoylalanyl-D-glutamate--L-lysine ligase,1
Staphylococcus_aureus_8325,gene_94dd089e3466,0.9443,high,lipoate--protein ligase 1,lipoyltransferase and lipoate-protein ligase,1
Staphylococcus_aureus_8325,gene_5fe7577e68ff,1.0,high,tryptophan--trna ligase,tryptophanyl-tRNA synthetase,0
Staphylococcus_aureus_8325,gene_3327f4665873,1.0,high,peptide chain release factor 3,peptide chain release factor 3,1
Staphylococcus_aureus_8325,gene_e20b26c7d4a4,1.0,high,2-succinyl-5-enolpyruvyl-6-hydroxy-3-cyclohexene-1-carboxylate synthase,"2-succinyl-6-hydroxy-2, 4-cyclohexadiene-1-carboxylic acid synthase/2-oxoglutarate decarboxylase",0
Staphylococcus_aureus_8325,gene_01ad719eb9b3,1.0,high,staphostatin b,cysteine protease,0
Staphylococcus_aureus_8325,gene_c924c5afa327,0.302,low,2-succinyl-6-hydroxy-2,"2-succinyl-6-hydroxy-2, 4-cyclohexadiene-1-carboxylate synthase",1
Staphylococcus_aureus_8325,gene_1eb3537b92f4,1.0,high,glutamyl endopeptidase,glutamyl endopeptidase,1
Staphylococcus_aureus_8325,gene_e5292c856f9e,1.0,high,serine protease htra-like,serine protease HtrA,1
Staphylococcus_aureus_8325,gene_cb3836aa1ed8,1.0,high,teichoic acid d-alanine hydrolase,methicillin resistance protein FmtA,0
Staphylococcus_aureus_8325,gene_a716f76d6c32,1.0,high,quinol oxidase subunit 4,quinol oxidase subunit IV,1
Staphylococcus_aureus_8325,gene_b3eae2bd14ff,1.0,high,quinol oxidase subunit 3,cytochrome c oxidase subunit III,0
Staphylococcus_aureus_8325,gene_d4858df794c0,1.0,high,quinol oxidase subunit 2,quinol oxidase AA3 subunit II,1
Staphylococcus_aureus_8325,gene_fcc9f6d1d547,1.0,high,bifunctional autolysin,bifunctional autolysin,1
Staphylococcus_aureus_8325,gene_1f81a21b983a,0.664,moderate,n5-carboxyaminoimidazole ribonucleotide mutase,5-(carboxyamino)imidazole ribonucleotide mutase,1
Staphylococcus_aureus_8325,gene_d13a03673559,1.0,high,phosphoribosylaminoimidazole-succinocarboxamide synthase,phosphoribosylaminoimidazole-succinocarboxamide synthase,1
Staphylococcus_aureus_8325,gene_28fd5b050ce8,0.28,speculative,phosphoribosylformylglycinamidine synthase subunit purs,phosphoribosylformylglycinamidine synthase PurS,1
Staphylococcus_aureus_8325,gene_23eb9b227795,1.0,high,phosphoribosylformylglycinamidine synthase subunit purq,phosphoribosylformylglycinamidine synthase I,1
Staphylococcus_aureus_8325,gene_cdc7bb900441,1.0,high,phosphoribosylformylglycinamidine cyclo-ligase,phosphoribosylaminoimidazole synthetase,0
Staphylococcus_aureus_8325,gene_e87e7ff31b9a,1.0,high,phosphoribosylglycinamide formyltransferase,phosphoribosylglycinamide formyltransferase,1
Staphylococcus_aureus_8325,gene_150670d1b854,1.0,high,n5-carboxyaminoimidazole ribonucleotide synthase,5-(carboxyamino)imidazole ribonucleotide synthase,1
Staphylococcus_aureus_8325,gene_fef42a23a33a,1.0,high,bifunctional purine biosynthesis protein purh,bifunctional phosphoribosylaminoimidazolecarboxamide formyltransferase/IMP cyclohydrolase,0
Staphylococcus_aureus_8325,gene_eace7c1fe742,1.0,high,amidophosphoribosyltransferase,amidophosphoribosyltransferase,1
Staphylococcus_aureus_8325,gene_364c6af8e1a5,1.0,high,bifunctional protein fold,"bifunctional 5,10-methylene-tetrahydrofolate dehydrogenase/ 5,10-methylene-tetrahydrofolate cyclohydrolase",0
Staphylococcus_aureus_8325,gene_47edac8b4017,1.0,high,phosphoribosylformylglycinamidine synthase subunit purl,phosphoribosylformylglycinamidine synthase II,1
Staphylococcus_aureus_8325,gene_0484630a32a5,1.0,high,phosphocarrier protein hpr,phosphocarrier protein HPr,1
Staphylococcus_aureus_8325,gene_bd4bad5a800f,0.324,low,cytochrome bd menaquinol oxidase subunit i,cytochrome d ubiquinol oxidase subunit I,1
Staphylococcus_aureus_8325,gene_b616635a8800,1.0,high,phosphoenolpyruvate-protein phosphotransferase,phosphoenolpyruvate-protein phosphotransferase,1
Staphylococcus_aureus_8325,gene_351714c1b7a4,1.0,high,staphopain b,cysteine protease,0
Staphylococcus_aureus_8325,gene_fc25a9c15c1b,1.0,high,peptide deformylase,peptide deformylase,1
Staphylococcus_aureus_8325,gene_fc09aabcc662,1.0,high,pyruvate dehydrogenase e1 component subunit alpha,"pyruvate dehydrogenase complex, E1 component subunit alpha",1
Staphylococcus_aureus_8325,gene_cf2a22a7b481,1.0,high,quinol oxidase subunit 1,quinol oxidase subunit I,1
Staphylococcus_aureus_8325,gene_618b326cfb22,1.0,high,dihydrolipoyllysine-residue acetyltransferase component of pyruvate dehydrogenase complex,branched-chain alpha-keto acid dehydrogenase subunit E2,0
Staphylococcus_aureus_8325,gene_8acf8a727b15,0.218,speculative,cytochrome bd menaquinol oxidase subunit ii,cytochrome d ubiquinol oxidase subunit II,1
Staphylococcus_aureus_8325,gene_e0729feaf00d,0.319,low,putrescine transport system permease protein poth,spermidine/putrescine ABC transporter permease,0
Staphylococcus_aureus_8325,gene_d75d4f5a165e,0.4669,low,spermidine/putrescine transport system permease protein potc,spermidine/putrescine ABC transporter permease,1
Staphylococcus_aureus_8325,gene_76bb74ac9303,1.0,high,phosphoribosylamine--glycine ligase,phosphoribosylamine--glycine ligase,1
Staphylococcus_aureus_8325,gene_78ba1dd47176,0.438,low,spermidine/putrescine-binding periplasmic protein,spermidine/putrescine ABC transporter substrate-binding protein,1
Staphylococcus_aureus_8325,gene_e7ce8b1df552,1.0,high,pyruvate dehydrogenase e1 component subunit beta,"pyruvate dehydrogenase complex, E1 component subunit beta",1
Staphylococcus_aureus_8325,gene_4002febcac4e,0.9093,high,large ribosomal subunit assembly factor bipa,GTP-binding protein TypA,0
Staphylococcus_aureus_8325,gene_7a506cd1b9f3,1.0,high,spermidine/putrescine import atp-binding protein pota,ABC transporter,0
Staphylococcus_aureus_8325,gene_2c845743aeb4,1.0,high,heme a synthase,heme A synthase,1
Staphylococcus_aureus_8325,gene_dc61862e806a,1.0,high,divalent metal cation transporter mnth,manganese transport protein MntH,0
Staphylococcus_aureus_8325,gene_647360949a45,1.0,high,protoheme ix farnesyltransferase,protoheme IX farnesyltransferase,1
Staphylococcus_aureus_8325,gene_e818af1d48ee,1.0,high,phosphopantetheine adenylyltransferase,phosphopantetheine adenylyltransferase,1
Staphylococcus_aureus_8325,gene_26b8012dc4ed,1.0,high,iron-regulated surface determinant protein b,neurofilament protein,0
Staphylococcus_aureus_8325,gene_29a2dff7f319,1.0,high,dihydrolipoyl dehydrogenase,dihydrolipoamide dehydrogenase,0
Staphylococcus_aureus_8325,gene_3b5a4d792a01,1.0,high,heme-iron transport system permease protein isdf,iron compound ABC transporter permease,0
Staphylococcus_aureus_8325,gene_a4d5a09fbfc1,1.0,high,heme oxygenase (staphylobilin-producing) 1,heme-degrading monooxygenase IsdG,0
Staphylococcus_aureus_8325,gene_f432caf17191,1.0,high,phenylalanine--trna ligase alpha subunit,phenylalanyl-tRNA synthetase subunit alpha,0
Staphylococcus_aureus_8325,gene_12395280df9e,1.0,high,ribonuclease hiii,ribonuclease HIII,1
Staphylococcus_aureus_8325,gene_803b25ca48af,1.0,high,heme-iron transport system permease protein isdf,iron compound ABC transporter permease,0
Staphylococcus_aureus_8325,gene_b84e2e1065c3,1.0,high,uvrabc system protein c,excinuclease ABC subunit C,0
Staphylococcus_aureus_8325,gene_48cb3ef29704,0.7616,moderate,inositol-1-monophosphatase,inositol monophosphatase family protein,1
Staphylococcus_aureus_8325,gene_17b84d9b2b5d,0.792,moderate,succinate dehydrogenase flavoprotein subunit,succinate dehydrogenase flavoprotein subunit,1
Staphylococcus_aureus_8325,gene_c209829d45d6,1.0,high,thioredoxin,thioredoxin,1
Staphylococcus_aureus_8325,gene_47c77ac6c762,1.0,high,ditp/xtp pyrophosphatase,nucleoside-triphosphatase,0
Staphylococcus_aureus_8325,gene_7a539f1bb53e,1.0,high,succinate dehydrogenase iron-sulfur subunit,succinate dehydrogenase iron-sulfur subunit,1
Staphylococcus_aureus_8325,gene_dd44d5e11319,1.0,high,fibrinogen-binding protein,fibrinogen-binding protein,1
Staphylococcus_aureus_8325,gene_295c52762a24,1.0,high,alpha-hemolysin,alpha-hemolysin,1
Staphylococcus_aureus_8325,gene_a17470b675be,1.0,high,fprl1 inhibitory protein,formyl peptide receptor-like 1 inhibitory protein,0
Staphylococcus_aureus_8325,gene_654b9d446fc5,0.671,moderate,superantigen-like protein 13,superantigen-like protein,1
Staphylococcus_aureus_8325,gene_936d09e6753f,0.835,high,superantigen-like protein 13,superantigen-like protein,1
Staphylococcus_aureus_8325,gene_0ee81b8dad88,1.0,high,carbamate kinase 1,carbamate kinase,1
Staphylococcus_aureus_8325,gene_1e361b37b07b,1.0,high,superantigen-like protein 13,superantigen-like protein,1
Staphylococcus_aureus_8325,gene_524dfc524850,1.0,high,ornithine carbamoyltransferase,ornithine carbamoyltransferase,1
Staphylococcus_aureus_8325,gene_c96f94e299f9,1.0,high,transcriptional regulator mraz,cell division protein MraZ,0
Staphylococcus_aureus_8325,gene_34a21b1ebbfb,0.95,high,cell division protein ftsl,cell division protein,1
Staphylococcus_aureus_8325,gene_93ec27113641,1.0,high,phospho-n-acetylmuramoyl-pentapeptide-transferase,phospho-N-acetylmuramoyl-pentapeptide- transferase,1
Staphylococcus_aureus_8325,gene_9f4fb0bc8142,1.0,high,phenylalanine--trna ligase beta subunit,phenylalanyl-tRNA synthetase subunit beta,0
Staphylococcus_aureus_8325,gene_f8ea61c13e65,1.0,high,cell division protein divib,cell division protein,1
Staphylococcus_aureus_8325,gene_46d23f8a0ece,1.0,high,cell division protein ftsa,cell division protein,1
Staphylococcus_aureus_8325,gene_1ffaab10a61b,0.6204,moderate,succinate dehydrogenase cytochrome b558 subunit,succinate dehydrogenase cytochrome b-558 subunit,1
Staphylococcus_aureus_8325,gene_dd503f169613,1.0,high,udp-n-acetylmuramoylalanine--d-glutamate ligase,UDP-N-acetylmuramoyl-L-alanyl-D-glutamate synthetase,0
Staphylococcus_aureus_8325,gene_8551f3c66d76,1.0,high,endonuclease muts2,recombination and DNA strand exchange inhibitor protein,0
Staphylococcus_aureus_8325,gene_8b1d471c19a9,1.0,high,lipoprotein signal peptidase,lipoprotein signal peptidase,1
Staphylococcus_aureus_8325,gene_2b1cbf9b8a81,1.0,high,glutamate racemase,glutamate racemase,1
Staphylococcus_aureus_8325,gene_96508c22f6d3,1.0,high,bifunctional protein pyrr,bifunctional pyrimidine regulatory protein PyrR/uracil phosphoribosyltransferase,1
Staphylococcus_aureus_8325,gene_f5a347dd1a56,1.0,high,aspartate carbamoyltransferase catalytic subunit,aspartate carbamoyltransferase catalytic subunit,1
Staphylococcus_aureus_8325,gene_c1e7379b215e,1.0,high,isoleucine--trna ligase,isoleucyl-tRNA synthetase,0
Staphylococcus_aureus_8325,gene_11628254ef74,1.0,high,carbamoyl phosphate synthase small chain,carbamoyl phosphate synthase small subunit,1
Staphylococcus_aureus_8325,gene_978c18134722,1.0,high,ribosomal rna small subunit methyltransferase h,16S rRNA (cytosine(1402)-N(4))-methyltransferase,0
Staphylococcus_aureus_8325,gene_ad2bb709b045,1.0,high,orotidine 5'-phosphate decarboxylase,orotidine 5'-phosphate decarboxylase,1
Staphylococcus_aureus_8325,gene_b389ac2d5c2b,1.0,high,orotate phosphoribosyltransferase,orotate phosphoribosyltransferase,1
Staphylococcus_aureus_8325,gene_cdcdb0582f34,1.0,high,cell division protein ftsz,cell division protein FtsZ,1
Staphylococcus_aureus_8325,gene_a6977446287d,1.0,high,guanylate kinase,guanylate kinase,1
Staphylococcus_aureus_8325,gene_a6fbe9957b97,1.0,high,dna-directed rna polymerase subunit omega,DNA-directed RNA polymerase subunit omega,1
Staphylococcus_aureus_8325,gene_059318183d3e,1.0,high,dihydroorotase,dihydroorotase,1
Staphylococcus_aureus_8325,gene_fcaa70b3e7bc,0.5692,moderate,coenzyme a biosynthesis bifunctional protein coabc,bifunctional phosphopantothenoylcysteine decarboxylase/phosphopantothenate--cysteine ligase,0
Staphylococcus_aureus_8325,gene_413820173635,1.0,high,peptide deformylase-like,peptide deformylase,1
Staphylococcus_aureus_8325,gene_dd2598cd09eb,1.0,high,methionyl-trna formyltransferase,methionyl-tRNA formyltransferase,1
Staphylococcus_aureus_8325,gene_55e44dadfd8e,1.0,high,dual-specificity rna methyltransferase rlmn,23S rRNA (adenine(2503)-C(2))-methyltransferase RlmN,0
Staphylococcus_aureus_8325,gene_b37a19723f5a,0.7265,moderate,Metabolism-related protein,penicillin-binding protein 1,0
Staphylococcus_aureus_8325,gene_4c29729303e8,0.5759,moderate,ribosomal rna small subunit methyltransferase b,16S rRNA (cytosine(967)-C(5))-methyltransferase,0
Staphylococcus_aureus_8325,gene_ad1455d7f714,0.674,moderate,ribulose-phosphate 3-epimerase,ribulose-phosphate 3-epimerase,1
Staphylococcus_aureus_8325,gene_67151c5b4df6,1.0,high,large ribosomal subunit protein bl28,50S ribosomal protein L28,0
Staphylococcus_aureus_8325,gene_37a4bbdb35a7,0.518,moderate,rqc2 homolog rqch,fibrinogen-binding protein A-like protein,0
Staphylococcus_aureus_8325,gene_8c757a9ae102,1.0,high,atp-dependent dna helicase recg,ATP-dependent DNA helicase RecG,1
Staphylococcus_aureus_8325,gene_a61efd42c300,1.0,high,transcription factor fapr,fatty acid biosynthesis transcriptional regulator,0
Staphylococcus_aureus_8325,gene_02074b5f0b07,1.0,high,malonyl coa-acyl carrier protein transacylase,malonyl CoA-acyl carrier protein transacylase,1
Staphylococcus_aureus_8325,gene_c51f27b5ba3f,1.0,high,3-oxoacyl- reductase fabg,3-oxoacyl-(acyl-carrier-protein) reductase,1
Staphylococcus_aureus_8325,gene_32e567acd4df,1.0,high,acyl carrier protein,acyl carrier protein,1
Staphylococcus_aureus_8325,gene_13d90960a502,1.0,high,ribonuclease 3,ribonuclease III,1
Staphylococcus_aureus_8325,gene_7742594ad4ae,1.0,high,carbamoyl phosphate synthase large chain,carbamoyl phosphate synthase large subunit,1
Staphylococcus_aureus_8325,gene_042cc5d1f376,1.0,high,Metabolism-related protein,signal recognition particle-docking protein FtsY,0
Staphylococcus_aureus_8325,gene_958a2dc8a446,1.0,high,upf0122 protein sa1079,DNA-binding protein,0
Staphylococcus_aureus_8325,gene_65a08920c3d1,1.0,high,Metabolism-related protein,signal recognition particle protein,0
Staphylococcus_aureus_8325,gene_118f5832f98a,1.0,high,small ribosomal subunit protein bs16,30S ribosomal protein S16,0
Staphylococcus_aureus_8325,gene_9a36202b6637,1.0,high,ribosome maturation factor rimm,16S rRNA-processing protein RimM,0
Staphylococcus_aureus_8325,gene_e609e138cf90,1.0,high,trna (guanine-n(1)-)-methyltransferase,tRNA (guanine-N(1)-)-methyltransferase,1
Staphylococcus_aureus_8325,gene_4eabf618eb62,1.0,high,large ribosomal subunit protein bl19,50S ribosomal protein L19,0
Staphylococcus_aureus_8325,gene_475feeeee02d,0.8268,high,ribosome biogenesis gtpase a,ribosomal biogenesis GTPase,1
Staphylococcus_aureus_8325,gene_ccc6291a376c,1.0,high,ribonuclease hii,ribonuclease HII,1
Staphylococcus_aureus_8325,gene_e198935c5034,1.0,high,succinate--coa ligase subunit beta,succinyl-CoA synthetase subunit beta,0
Staphylococcus_aureus_8325,gene_288d01d0831a,1.0,high,cell wall hydrolase lytn,cell wall hydrolase,1
Staphylococcus_aureus_8325,gene_aefc9f03b51b,1.0,high,methylenetetrahydrofolate--trna-(uracil-5-)-methyltransferase trmfo,tRNA (uracil-5-)-methyltransferase Gid,1
Staphylococcus_aureus_8325,gene_346b54d6487f,1.0,high,phosphate acyltransferase,glycerol-3-phosphate acyltransferase PlsX,1
Staphylococcus_aureus_8325,gene_9e660b6cf29a,1.0,high,atp-dependent protease subunit hslv,ATP-dependent protease peptidase subunit,1
Staphylococcus_aureus_8325,gene_c1838f5c9950,1.0,high,atp-dependent protease atpase subunit hslu,ATP-dependent protease ATP-binding subunit HslU,1
Staphylococcus_aureus_8325,gene_c22dabeeb2c0,0.675,moderate,replication restart protein pria,primosomal protein N,0
Staphylococcus_aureus_8325,gene_fb4e6a05715a,1.0,high,dna topoisomerase 1,DNA topoisomerase I,1
Staphylococcus_aureus_8325,gene_771d7a04b68e,1.0,high,uridylate kinase,uridylate kinase,1
Staphylococcus_aureus_8325,gene_6b546e0e01cb,1.0,high,ribosome-recycling factor,ribosome recycling factor,1
Staphylococcus_aureus_8325,gene_fc6903c56d29,1.0,high,isoprenyl transferase,undecaprenyl pyrophosphate synthase,0
Staphylococcus_aureus_8325,gene_fd2bbe248c47,0.7433,moderate,Metabolism-related protein,SMC domain-containing protein,0
Staphylococcus_aureus_8325,gene_17bd14af3036,0.9132,high,Replication-related protein,uracil permease,0
Staphylococcus_aureus_8325,gene_663b74b3a2c6,1.0,high,global transcriptional regulator cody,transcriptional repressor CodY,1
Staphylococcus_aureus_8325,gene_6b2745943e12,1.0,high,dna polymerase iii polc-type,DNA polymerase III PolC,1
Staphylococcus_aureus_8325,gene_a14e28eb486c,0.6807,moderate,transcription termination/antitermination protein nusa,transcription elongation factor NusA,0
Staphylococcus_aureus_8325,gene_552639160030,1.0,high,ribosome-binding factor a,ribosome-binding factor A,1
Staphylococcus_aureus_8325,gene_79f08c5bb783,1.0,high,trna pseudouridine synthase b,tRNA pseudouridine synthase B,1
Staphylococcus_aureus_8325,gene_72f924bd0080,1.0,high,phosphatidate cytidylyltransferase,phosphatidate cytidylyltransferase,1
Staphylococcus_aureus_8325,gene_9f281c46d274,1.0,high,small ribosomal subunit protein us15,30S ribosomal protein S15,0
Staphylococcus_aureus_8325,gene_11bd344f6d9f,1.0,high,proline--trna ligase,prolyl-tRNA synthetase,0
Staphylococcus_aureus_8325,gene_fe4ff0a7b09c,1.0,high,translation initiation factor if-2,translation initiation factor IF-2,1
Staphylococcus_aureus_8325,gene_df3be784d10b,1.0,high,elongation factor ts,elongation factor Ts,1
Staphylococcus_aureus_8325,gene_e5fba29cbff0,0.565,moderate,competence-damage inducible protein,competence-damage inducible protein cinA,1
Staphylococcus_aureus_8325,gene_8cd4863a4330,1.0,high,ribonuclease y,phosphodiesterase,0
Staphylococcus_aureus_8325,gene_2a80d4b83d05,0.5039,moderate,2-oxoacid:ferredoxin oxidoreductase 1,2-oxoglutarate ferredoxin oxidoreductase subunit beta,1
Staphylococcus_aureus_8325,gene_452eee80e587,1.0,high,succinate--coa ligase subunit alpha,succinyl-CoA synthetase subunit alpha,0
Staphylococcus_aureus_8325,gene_98ab319f7524,1.0,high,tyrosine recombinase xerc,site-specific recombinase,0
Staphylococcus_aureus_8325,gene_16dd5cb6a198,1.0,high,protein reca,recombinase A,0
Staphylococcus_aureus_8325,gene_fc0a63dc2986,0.326,low,glycerol uptake operon antiterminator regulatory protein,glycerol uptake operon antiterminator regulatory protein,1
Staphylococcus_aureus_8325,gene_c1de670edf84,1.0,high,glycerol kinase,glycerol kinase,1
Staphylococcus_aureus_8325,gene_bfb0e2a1e59d,0.602,moderate,rna-binding protein hfq,host factor 1 protein,0
Staphylococcus_aureus_8325,gene_ed924b346f82,1.0,high,polyribonucleotide nucleotidyltransferase,polynucleotide phosphorylase/polyadenylase,0
Staphylococcus_aureus_8325,gene_255df91ed851,0.6215,moderate,hth-type transcriptional regulator glnr,glutamine synthetase repressor,0
Staphylococcus_aureus_8325,gene_47483aeb70cd,1.0,high,aerobic glycerol-3-phosphate dehydrogenase,aerobic glycerol-3-phosphate dehydrogenase,1
Staphylococcus_aureus_8325,gene_584a20737587,1.0,high,dna mismatch repair protein mutl,DNA mismatch repair protein,1
Staphylococcus_aureus_8325,gene_b97bb37a644f,1.0,high,trna dimethylallyltransferase,tRNA delta(2)-isopentenylpyrophosphate transferase,0
Staphylococcus_aureus_8325,gene_1348a3eb256b,1.0,high,dna mismatch repair protein muts,DNA mismatch repair protein MutS,1
Staphylococcus_aureus_8325,gene_3e6097eb5481,0.7,moderate,thermonuclease,thermonuclease,1
Staphylococcus_aureus_8325,gene_ffefa4660ce4,1.0,high,glutathione peroxidase homolog bsaa,glutathione peroxidase,1
Staphylococcus_aureus_8325,gene_80e6eb419a96,0.5194,moderate,aspartokinase 3,aspartate kinase,0
Staphylococcus_aureus_8325,gene_9f9dc4c627cf,0.6964,moderate,homoserine dehydrogenase,homoserine dehydrogenase,1
Staphylococcus_aureus_8325,gene_5dceab3d906c,1.0,high,trna-2-methylthio-n(6)-dimethylallyladenosine synthase,(dimethylallyl)adenosine tRNA methylthiotransferase,0
Staphylococcus_aureus_8325,gene_c91a7d755869,1.0,high,homoserine kinase,homoserine kinase,1
Staphylococcus_aureus_8325,gene_3ba8de4b14eb,1.0,high,catalase,catalase,1
Staphylococcus_aureus_8325,gene_ce0928e5fc4f,1.0,high,large ribosomal subunit protein bl33a,50S ribosomal protein L33,0
Staphylococcus_aureus_8325,gene_197001a8695a,1.0,high,small ribosomal subunit protein us14a,30S ribosomal protein S14,0
Staphylococcus_aureus_8325,gene_7369ab6744ff,1.0,high,gmp reductase,guanosine 5'-monophosphate oxidoreductase,0
Staphylococcus_aureus_8325,gene_6e7c3cd2c6a4,1.0,high,lexa repressor,LexA repressor,1
Staphylococcus_aureus_8325,gene_e154bfb31ec3,1.0,high,large-conductance mechanosensitive channel,large-conductance mechanosensitive channel,1
Staphylococcus_aureus_8325,gene_0d6ed37368a2,0.7655,moderate,glycine betaine transporter opud,glycine betaine transporter,1
Staphylococcus_aureus_8325,gene_3b6ae3d61c4a,1.0,high,aconitate hydratase a,aconitate hydratase,1
Staphylococcus_aureus_8325,gene_5a6cc1dd9b09,0.9369,high,threonine synthase,threonine synthase,1
Staphylococcus_aureus_8325,gene_f1a00ee30b51,1.0,high,glutamine transporter alst,sodium:alanine symporter family protein,0
Staphylococcus_aureus_8325,gene_6e014a9ffc1b,1.0,high,transketolase,transketolase,1
Staphylococcus_aureus_8325,gene_72f0bd468e9d,1.0,high,cdp-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase,CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase,1
Staphylococcus_aureus_8325,gene_9492f30c9a96,1.0,high,peptide methionine sulfoxide reductase msra 1,methionine sulfoxide reductase A,1
Staphylococcus_aureus_8325,gene_286521e95131,1.0,high,regulatory protein msrr,transcriptional regulator,0
Staphylococcus_aureus_8325,gene_c52044855c87,1.0,high,protein glct,transcription antiterminator,0
Staphylococcus_aureus_8325,gene_c6cd395e698b,1.0,high,dna topoisomerase 4 subunit a,DNA topoisomerase IV subunit A,1
Staphylococcus_aureus_8325,gene_cf2819e60b15,0.5047,moderate,anthranilate synthase component 2,anthranilate synthase component II,1
Staphylococcus_aureus_8325,gene_0961af79701e,1.0,high,dna topoisomerase 4 subunit b,DNA topoisomerase IV subunit B,1
Staphylococcus_aureus_8325,gene_733e1c1ce8ac,1.0,high,indole-3-glycerol phosphate synthase,indole-3-glycerol-phosphate synthase,1
Staphylococcus_aureus_8325,gene_8fbdb98b7c6c,1.0,high,n-(5'-phosphoribosyl)anthranilate isomerase,N-(5'-phosphoribosyl)anthranilate isomerase,1
Staphylococcus_aureus_8325,gene_40a87d2802fe,1.0,high,anthranilate phosphoribosyltransferase,anthranilate phosphoribosyltransferase,1
Staphylococcus_aureus_8325,gene_aeefb7001e76,1.0,high,tryptophan synthase alpha chain,tryptophan synthase subunit alpha,1
Staphylococcus_aureus_8325,gene_735ccfcfcafa,1.0,high,aminoacyltransferase fema,methicillin resistance factor FemA,0
Staphylococcus_aureus_8325,gene_fe6079228520,1.0,high,glutamine synthetase,glutamine synthetase,1
Staphylococcus_aureus_8325,gene_53760e4d4d4b,1.0,high,prephenate dehydrogenase,prephenate dehydrogenase,1
Staphylococcus_aureus_8325,gene_cf77725ccedd,1.0,high,nickel import system atp-binding protein nikd,peptide ABC transporter ATP-binding protein,0
Staphylococcus_aureus_8325,gene_b557e81c081f,1.0,high,nickel import system permease protein nikc,oligopeptide transporter permease,0
Staphylococcus_aureus_8325,gene_30b09808195e,1.0,high,nickel import system permease protein nikb,oligopeptide transporter permease,0
Staphylococcus_aureus_8325,gene_32a699c31510,0.4687,low,anthranilate synthase component 1,anthranilate synthase component I,1
