genome,gene,confidence,level,pred_product,truth_product,correct
Mycoplasma_genitalium_G37,gene_475bf67784c2,0.45,low,ATP/GTP binding protein,energy-coupling factor transporter ATPase,0
Mycoplasma_genitalium_G37,gene_3a898be52b87,0.35,low,Lipoprotein,RluA family pseudouridine synthase,0
Mycoplasma_genitalium_G37,gene_a47b65d4e860,0.35,low,Lipoprotein,excinuclease ABC subunit UvrC,0
Mycoplasma_genitalium_G37,gene_dc99197d6ad7,0.35,low,Serine protease,DNA topoisomerase IV subunit A,0
Mycoplasma_genitalium_G37,gene_bb585af8edd3,0.35,low,Serine protease,adhesin P110,0
Mycoplasma_genitalium_G37,gene_5140752d548a,0.35,low,DNA-binding transcription regulator,ATP-dependent 6-phosphofructokinase,0
Mycoplasma_genitalium_G37,gene_781ccb70d301,0.35,low,ATP/GTP binding protein,endopeptidase La,0
Mycoplasma_genitalium_G37,gene_02c8d591289c,0.35,low,Lipoprotein,5-formyltetrahydrofolate cyclo-ligase,0
Mycoplasma_genitalium_G37,gene_6be0b81d5014,0.35,low,Lipoprotein,class 1b ribonucleoside-diphosphate reductase subunit alpha,0
Mycoplasma_genitalium_G37,gene_3b9e976d4b05,0.35,low,ATP/GTP binding protein,dephospho-CoA kinase,0
Mycoplasma_genitalium_G37,gene_e9c71bc8db37,0.35,low,ATP/GTP binding protein,deoxynucleoside kinase,0
Mycoplasma_genitalium_G37,gene_71f3de0b208a,0.35,low,ATP/GTP binding protein,glycine--tRNA ligase,0
Mycoplasma_genitalium_G37,gene_c4cd4696204a,0.35,low,DNA-binding transcription regulator,MPN316 family protein,0
Mycoplasma_genitalium_G37,gene_efb360dfde18,0.35,low,Lipoprotein,FAD-dependent oxidoreductase,0
Mycoplasma_genitalium_G37,gene_c758cf8e38ee,0.35,low,Lipoprotein,peptide chain release factor 1,0
Mycoplasma_genitalium_G37,gene_49ad3e52ff5a,0.35,low,DNA-binding transcription regulator,MPN396 family protein,0
Mycoplasma_genitalium_G37,gene_ff14d3f2d0a7,0.35,low,Serine protease,tRNA 2-thiouridine(34) synthase MnmA,0
Mycoplasma_genitalium_G37,gene_2503eb947299,0.35,low,Serine protease,phosphate acetyltransferase,0
Mycoplasma_genitalium_G37,gene_b541b4e7b5d0,0.35,low,ATP/GTP binding protein,signal recognition particle-docking protein FtsY,0
Mycoplasma_genitalium_G37,gene_768f6cc4fc6f,0.35,low,ATP/GTP binding protein,DEAD/DEAH box helicase,0
Mycoplasma_genitalium_G37,gene_9e9e22fb389d,0.35,low,Lipoprotein,DUF3713 domain-containing protein,0
Mycoplasma_genitalium_G37,gene_8d078ba80552,0.45,low,ATP/GTP binding protein,chromosome segregation protein SMC,0
Mycoplasma_genitalium_G37,gene_55f4aaa542a5,0.35,low,DNA-binding transcription regulator,phosphoglycerate kinase,0
Mycoplasma_genitalium_G37,gene_fcba0435312e,0.35,low,DNA-binding transcription regulator,MG319/MPN454 family protein,0
Mycoplasma_genitalium_G37,gene_920bec6eed9e,0.495,low,ATP/GTP binding protein,energy-coupling factor ABC transporter ATP-binding protein,0
Mycoplasma_genitalium_G37,gene_a8876dca1e40,0.35,low,Lipoprotein,ABC transporter thiamine pyrophosphate-binding lipoprotein p37/Cypl,1
Mycoplasma_genitalium_G37,gene_b48d344583e6,0.35,low,Lipoprotein,MG321/MPN456 family lipoprotein,1
Mycoplasma_genitalium_G37,gene_f49801d75b09,0.35,low,Serine protease,DegV family protein,0
Mycoplasma_genitalium_G37,gene_3f4cf9c071b2,0.45,low,DNA-binding transcription regulator,aminopeptidase P family protein,0
Mycoplasma_genitalium_G37,gene_36ddf8c2e463,0.35,low,DNA-binding transcription regulator,potassium transporter TrkG,0
Mycoplasma_genitalium_G37,gene_009f70fef84a,0.35,low,DNA-binding transcription regulator,YneF family protein,0
Mycoplasma_genitalium_G37,gene_3e60d38f3b0c,0.35,low,ATP/GTP binding protein,ribosome biogenesis GTPase Der,0
Mycoplasma_genitalium_G37,gene_8b76380e8a6b,0.35,low,ATP/GTP binding protein,terminal organelle protein HMW1,0
Mycoplasma_genitalium_G37,gene_e3ce6f4a48c0,0.35,low,Serine protease,cysteine desulfurase,0
Mycoplasma_genitalium_G37,gene_9d642d03d676,0.35,low,ATP/GTP binding protein,(d)CMP kinase,0
Mycoplasma_genitalium_G37,gene_cc2842086521,0.35,low,ATP/GTP binding protein,NADPH-dependent FMN reductase,0
Mycoplasma_genitalium_G37,gene_dbec9e574343,0.35,low,Lipoprotein,alanine--tRNA ligase,0
Mycoplasma_genitalium_G37,gene_5d30ef81d300,0.35,low,ATP/GTP binding protein,ribosome biogenesis GTP-binding protein YihA/YsxC,0
Mycoplasma_genitalium_G37,gene_405509b0a07e,0.35,low,Lipoprotein,DUF3713 domain-containing protein,0
Mycoplasma_genitalium_G37,gene_39813d869f96,0.35,low,ATP/GTP binding protein,Holliday junction branch migration DNA helicase RuvB,0
Mycoplasma_genitalium_G37,gene_c29dad2af59c,0.35,low,Lipoprotein,DUF6856 family protein,0
Mycoplasma_genitalium_G37,gene_51b2a7eb7414,0.35,low,Serine protease,DAK2 domain-containing protein,0
Mycoplasma_genitalium_G37,gene_76f660c9e4b9,0.35,low,Lipoprotein,MPN527 family putative ECF transporter permease subunit,0
Mycoplasma_genitalium_G37,gene_05bf6cff9b3d,0.35,low,ATP/GTP binding protein,MPN552 family protein,0
Mycoplasma_genitalium_G37,gene_9acbe7fde209,0.35,low,Serine protease,NAD(+) synthase,0
Mycoplasma_genitalium_G37,gene_5fd74b7948a2,0.35,low,ATP/GTP binding protein,GTPase Era,0
Mycoplasma_genitalium_G37,gene_6c0cf9feaaca,0.35,low,DNA-binding transcription regulator,methionyl-tRNA formyltransferase,0
Mycoplasma_genitalium_G37,gene_cd44dc953bf5,0.35,low,ATP/GTP binding protein,uridine kinase,0
Mycoplasma_genitalium_G37,gene_d6dda4f7dff5,0.35,low,ATP/GTP binding protein,co-chaperone GroES,0
Mycoplasma_genitalium_G37,gene_4227d3f7bc12,0.35,low,ATP/GTP binding protein,GTPase ObgE,0
Mycoplasma_genitalium_G37,gene_60504d1c2c3c,0.35,low,ATP/GTP binding protein,F0F1 ATP synthase subunit beta,0
Mycoplasma_genitalium_G37,gene_f978ecb1bea1,0.35,low,Lipoprotein,F0F1 ATP synthase subunit B,0
Mycoplasma_genitalium_G37,gene_3abfea490108,0.35,low,ATP/GTP binding protein,F0F1 ATP synthase subunit alpha,0
Mycoplasma_genitalium_G37,gene_534940774e52,0.35,low,ATP/GTP binding protein,phosphate ABC transporter ATP-binding protein PstB,0
Mycoplasma_genitalium_G37,gene_b7baefe9bf5e,0.35,low,ATP/GTP binding protein,DNA polymerase III subunit gamma/tau,0
Mycoplasma_genitalium_G37,gene_44593aa63c32,0.35,low,Lipoprotein,hydroperoxide reductase,0
Mycoplasma_genitalium_G37,gene_98711987c1f6,0.35,low,DNA-binding transcription regulator,F0F1 ATP synthase subunit A,0
Mycoplasma_genitalium_G37,gene_c7fe99a332bf,0.35,low,Lipoprotein,DUF31 family protein,0
Mycoplasma_genitalium_G37,gene_27584e5559bd,0.35,low,DNA-binding transcription regulator,phosphatidate cytidylyltransferase,0
Mycoplasma_genitalium_G37,gene_ca8440b51b91,0.35,low,Lipoprotein,lipoprotein,1
Mycoplasma_genitalium_G37,gene_f0591ed5b5d4,0.35,low,ATP/GTP binding protein,ribosome biogenesis GTPase YlqF,0
Mycoplasma_genitalium_G37,gene_1783546a5c50,0.35,low,DNA-binding transcription regulator,threonine--tRNA ligase,0
Mycoplasma_genitalium_G37,gene_243ee9f56b96,0.35,low,DNA-binding transcription regulator,hypoxanthine phosphoribosyltransferase,0
Mycoplasma_genitalium_G37,gene_a842c45d8767,0.35,low,ATP/GTP binding protein,ATP-dependent zinc metalloprotease FtsH,0
Mycoplasma_genitalium_G37,gene_ab38df59c619,0.35,low,DNA-binding transcription regulator,membrane protein insertase YidC,0
Mycoplasma_genitalium_G37,gene_4dbd22e3cb57,0.35,low,ATP/GTP binding protein,elongation factor Tu,0
Mycoplasma_genitalium_G37,gene_d476e5e00389,0.35,low,ATP/GTP binding protein,chromosomal replication initiator protein DnaA,0
Mycoplasma_pneumoniae_M129,gene_110054795123,0.35,low,ATP/GTP binding protein,dTMP kinase,0
Mycoplasma_pneumoniae_M129,gene_781145823996,0.35,low,ATP/GTP binding protein,ABC transporter ATP-binding protein,1
Mycoplasma_pneumoniae_M129,gene_e5ab80094374,0.35,low,Lipoprotein,serine--tRNA ligase,0
Mycoplasma_pneumoniae_M129,gene_681f5518a25d,0.35,low,Lipoprotein,lipoprotein,1
Mycoplasma_pneumoniae_M129,gene_3c7262a8ddf9,0.35,low,Lipoprotein,"bifunctional 5,10-methylenetetrahydrofolate dehydrogenase/5,10-methenyltetrahydrofolate cyclohydrolase",0
Mycoplasma_pneumoniae_M129,gene_9994618890ea,0.35,low,ATP/GTP binding protein,prolyl aminopeptidase,0
Mycoplasma_pneumoniae_M129,gene_f0987c294ffc,0.35,low,ATP/GTP binding protein,tRNA uridine-5-carboxymethylaminomethyl(34) synthesis GTPase MnmE,0
Mycoplasma_pneumoniae_M129,gene_a5875cb6ee40,0.35,low,Serine protease,DNA topoisomerase (ATP-hydrolyzing) subunit A,0
Mycoplasma_pneumoniae_M129,gene_e21e438a68bf,0.35,low,Lipoprotein,DNA polymerase III subunit alpha,0
Mycoplasma_pneumoniae_M129,gene_a7461f99d242,0.35,low,DNA-binding transcription regulator,MIP/aquaporin family protein,0
Mycoplasma_pneumoniae_M129,gene_e499fd98ca52,0.35,low,DNA-binding transcription regulator,aspartate--tRNA ligase,0
Mycoplasma_pneumoniae_M129,gene_d560c25eb201,0.35,low,Lipoprotein,type 2 glycerol-3-phosphate oxidase,0
Mycoplasma_pneumoniae_M129,gene_e5e9a563b4f8,0.35,low,ATP/GTP binding protein,ATP-binding cassette domain-containing protein,1
Mycoplasma_pneumoniae_M129,gene_8ac717b5d73a,0.35,low,Lipoprotein,type 2 periplasmic-binding domain-containing protein,0
Mycoplasma_pneumoniae_M129,gene_ad4e2ee973c4,0.35,low,DNA-binding transcription regulator,MFS transporter,0
Mycoplasma_pneumoniae_M129,gene_b16753014512,0.35,low,ATP/GTP binding protein,signal recognition particle protein,0
Mycoplasma_pneumoniae_M129,gene_bac00eef8db3,0.35,low,DNA-binding transcription regulator,transketolase,0
Mycoplasma_pneumoniae_M129,gene_8aacacec48a0,0.35,low,Lipoprotein,fructose-specific PTS transporter subunit EIIC,0
Mycoplasma_pneumoniae_M129,gene_b9f3ceb238c7,0.35,low,ATP/GTP binding protein,ABC transporter ATP-binding protein,1
Mycoplasma_pneumoniae_M129,gene_a2c0a5262cee,0.35,low,DNA-binding transcription regulator,MFS transporter,0
Mycoplasma_pneumoniae_M129,gene_549862df8269,0.35,low,DNA-binding transcription regulator,carbohydrate ABC transporter permease,0
Mycoplasma_pneumoniae_M129,gene_618f3479e162,0.35,low,DNA-binding transcription regulator,carbohydrate ABC transporter permease,0
Mycoplasma_pneumoniae_M129,gene_0eaff8d9a735,0.35,low,Lipoprotein,thermonuclease family protein,0
Mycoplasma_pneumoniae_M129,gene_18dbe4238328,0.35,low,Lipoprotein,YlxR family protein,0
Mycoplasma_pneumoniae_M129,gene_2d74f6fb688d,0.35,low,Lipoprotein,MPN157 family protein,0
Mycoplasma_pneumoniae_M129,gene_a9f22e391624,0.308,low,Membrane protein,CNNM domain-containing protein,0
Mycoplasma_pneumoniae_M129,gene_3a6b1e639089,0.35,low,Lipoprotein,MPN162 family protein,0
Mycoplasma_pneumoniae_M129,gene_6faeb0600eca,0.35,low,ATP/GTP binding protein,translation initiation factor IF-2,0
Mycoplasma_pneumoniae_M129,gene_b82beb17d6da,0.35,low,Lipoprotein,50S ribosomal protein L5,0
Mycoplasma_pneumoniae_M129,gene_4b64fa1a5095,0.45,low,ATP/GTP binding protein,energy-coupling factor transporter ATPase,0
Mycoplasma_pneumoniae_M129,gene_1ba91c65aad4,0.35,low,Lipoprotein,P80 family lipoprotein,1
Mycoplasma_pneumoniae_M129,gene_16e9008a9df7,0.35,low,Lipoprotein,DUF5426 family protein,0
Mycoplasma_pneumoniae_M129,gene_8ec37942cee2,0.35,low,Lipoprotein,P68 family surface lipoprotein,1
Mycoplasma_pneumoniae_M129,gene_7f28a5e6e20c,0.35,low,DNA-binding transcription regulator,P116 family lipid acquisition surface protein,0
Mycoplasma_pneumoniae_M129,gene_1176712f2d24,0.35,low,ATP/GTP binding protein,excinuclease ABC subunit UvrB,0
Mycoplasma_pneumoniae_M129,gene_9dce80e64711,0.35,low,ATP/GTP binding protein,ABC transporter ATP-binding protein,1
Mycoplasma_pneumoniae_M129,gene_168bbb259e9f,0.35,low,ATP/GTP binding protein,ATP-binding cassette domain-containing protein,1
Mycoplasma_pneumoniae_M129,gene_e2ad9a57a187,0.35,low,ATP/GTP binding protein,ABC transporter ATP-binding protein,1
Mycoplasma_pneumoniae_M129,gene_d3998db87f3b,0.35,low,ATP/GTP binding protein,guanylate kinase,0
Mycoplasma_pneumoniae_M129,gene_750147d692ba,0.35,low,Serine protease,Asp-tRNA(Asn)/Glu-tRNA(Gln) amidotransferase subunit GatA,0
Mycoplasma_pneumoniae_M129,gene_530c9e4a1078,0.35,low,ATP/GTP binding protein,ribosome small subunit-dependent GTPase A,0
Mycoplasma_pneumoniae_M129,gene_cff3c08e5ce5,0.35,low,DNA-binding transcription regulator,CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase,0
Mycoplasma_pneumoniae_M129,gene_a4ad47d459c5,0.35,low,ATP/GTP binding protein,ABC transporter ATP-binding protein,1
Mycoplasma_pneumoniae_M129,gene_17ffb712226e,0.35,low,Lipoprotein,PTS transporter subunit IIBC,0
Mycoplasma_pneumoniae_M129,gene_d991ecc11c6f,0.45,low,ATP/GTP binding protein,glucose-6-phosphate isomerase,0
Mycoplasma_pneumoniae_M129,gene_600114c0a8d7,0.35,low,Lipoprotein,lipoprotein,1
Mycoplasma_pneumoniae_M129,gene_30cb0e6ddb9a,0.35,low,DNA-binding transcription regulator,ribonuclease Y,0
Mycoplasma_pneumoniae_M129,gene_d35cbd65fde9,0.35,low,DNA-binding transcription regulator,lysine--tRNA ligase,0
Mycoplasma_pneumoniae_M129,gene_0a576dd5d878,0.35,low,Lipoprotein,UDP-galactopyranose mutase,0
Mycoplasma_pneumoniae_M129,gene_57d600df8e18,0.35,low,ATP/GTP binding protein,replicative DNA helicase,0
Mycoplasma_pneumoniae_M129,gene_c3456c88fe29,0.35,low,Lipoprotein,DJ-1/PfpI family protein,0
Mycoplasma_pneumoniae_M129,gene_5060ff7d2271,0.35,low,Lipoprotein,ABC transporter permease,0
Mycoplasma_pneumoniae_M129,gene_1893f1a743a6,0.35,low,Lipoprotein,P68 family surface lipoprotein,1
Mycoplasma_pneumoniae_M129,gene_2c895c239a22,0.35,low,DNA-binding transcription regulator,APC family permease,0
Mycoplasma_pneumoniae_M129,gene_fe0bbf31fb82,0.35,low,ATP/GTP binding protein,nicotinate-nucleotide adenylyltransferase,0
Mycoplasma_pneumoniae_M129,gene_612ef96fd30b,0.35,low,ATP/GTP binding protein,endopeptidase La,0
Mycoplasma_pneumoniae_M129,gene_2a33b99c9ceb,0.35,low,Serine protease,MPN338 family protein,0
Mycoplasma_pneumoniae_M129,gene_7e6691128715,0.35,low,DNA-binding transcription regulator,ABC transporter permease,0
Mycoplasma_pneumoniae_M129,gene_2b5e6abb9cf4,0.35,low,Lipoprotein,class 1b ribonucleoside-diphosphate reductase subunit alpha,0
Mycoplasma_pneumoniae_M129,gene_a5b1ce749b6e,0.35,low,DNA-binding transcription regulator,APC family permease,0
Mycoplasma_pneumoniae_M129,gene_e6ce1459bfd1,0.45,low,DNA-binding transcription regulator,ABC transporter permease,0
Mycoplasma_pneumoniae_M129,gene_e2465f3e2502,0.35,low,Lipoprotein,peptide chain release factor 1,0
Mycoplasma_pneumoniae_M129,gene_6985efdc5979,0.35,low,ATP/GTP binding protein,glycine--tRNA ligase,0
Mycoplasma_pneumoniae_M129,gene_5c5bab8b2205,0.35,low,Lipoprotein,lipoprotein,1
Mycoplasma_pneumoniae_M129,gene_f3154dede6f3,0.35,low,ATP/GTP binding protein,dephospho-CoA kinase,0
Mycoplasma_pneumoniae_M129,gene_863166fe0bbb,0.35,low,Lipoprotein,FAD-dependent oxidoreductase,0
Mycoplasma_pneumoniae_M129,gene_fbc0862a4dcb,0.35,low,Lipoprotein,lipoprotein,1
Mycoplasma_pneumoniae_M129,gene_be45fff67c02,0.495,low,ATP/GTP binding protein,ABC transporter ATP-binding protein,1
Mycoplasma_pneumoniae_M129,gene_01340ff1f215,0.45,low,ATP/GTP binding protein,molecular chaperone DnaK,0
Mycoplasma_pneumoniae_M129,gene_e32e8e55f119,0.45,low,DNA-binding transcription regulator,MPN396 family protein,0
Mycoplasma_pneumoniae_M129,gene_4c97727f98b9,0.35,low,ATP/GTP binding protein,energy-coupling factor ABC transporter ATP-binding protein,0
Mycoplasma_pneumoniae_M129,gene_b0558d2213fa,0.35,low,Lipoprotein,DUF3713 domain-containing protein,0
Mycoplasma_pneumoniae_M129,gene_2fe8bf3bbba7,0.35,low,ATP/GTP binding protein,DEAD/DEAH box helicase,0
Mycoplasma_pneumoniae_M129,gene_afb9cda00c54,0.35,low,Lipoprotein,DUF3713 domain-containing protein,0
Mycoplasma_pneumoniae_M129,gene_3d52a9724d8a,0.35,low,Lipoprotein,ComEC/Rec2 family competence protein,0
Mycoplasma_pneumoniae_M129,gene_eef52ec94ea6,0.35,low,DNA-binding transcription regulator,MG319/MPN454 family protein,0
Mycoplasma_pneumoniae_M129,gene_c2b36741b70c,0.35,low,Lipoprotein,adhesin P30,0
Mycoplasma_pneumoniae_M129,gene_3e397c96a21c,0.35,low,ATP/GTP binding protein,phosphoglycerate kinase,0
Mycoplasma_pneumoniae_M129,gene_067109e6e56e,0.45,low,ATP/GTP binding protein,AAA family ATPase,0
Mycoplasma_pneumoniae_M129,gene_1df15328e0f5,0.35,low,DNA-binding transcription regulator,potassium transporter TrkG,0
Mycoplasma_pneumoniae_M129,gene_4114a36facdc,0.35,low,Serine protease,DegV family protein,0
Mycoplasma_pneumoniae_M129,gene_f2329aca9d44,0.35,low,ATP/GTP binding protein,signal recognition particle-docking protein FtsY,0
Mycoplasma_pneumoniae_M129,gene_ee4fa3aeebff,0.35,low,ATP/GTP binding protein,(d)CMP kinase,0
Mycoplasma_pneumoniae_M129,gene_44c6b3e1ddc2,0.35,low,ATP/GTP binding protein,ribosome biogenesis GTPase Der,0
Mycoplasma_pneumoniae_M129,gene_549e3f46c3d1,0.35,low,Serine protease,FMN-dependent NADH-azoreductase,0
Mycoplasma_pneumoniae_M129,gene_9ec2abe94c50,0.35,low,DNA-binding transcription regulator,YneF family protein,0
Mycoplasma_pneumoniae_M129,gene_9acf67627de3,0.35,low,Lipoprotein,DUF3713 domain-containing protein,0
Mycoplasma_pneumoniae_M129,gene_ec54da480ca0,0.35,low,ATP/GTP binding protein,ribosome biogenesis GTP-binding protein YihA/YsxC,0
Mycoplasma_pneumoniae_M129,gene_74f7300a3de0,0.35,low,Lipoprotein,PTS sugar transporter subunit IIB,0
Mycoplasma_pneumoniae_M129,gene_92f2f2f03636,0.35,low,Lipoprotein,P68 family surface lipoprotein,1
Mycoplasma_pneumoniae_M129,gene_641b0451f0bd,0.35,low,ATP/GTP binding protein,NAD(P)H-dependent oxidoreductase,0
Mycoplasma_pneumoniae_M129,gene_6370e097a683,0.35,low,Lipoprotein,DUF6856 family protein,0
Mycoplasma_pneumoniae_M129,gene_3a978cd8d7dc,0.35,low,Lipoprotein,MPN527 family putative ECF transporter permease subunit,0
Mycoplasma_pneumoniae_M129,gene_4442993fb2f9,0.45,low,ATP/GTP binding protein,chaperone protein ClpB,0
Mycoplasma_pneumoniae_M129,gene_be0f2c9a420e,0.45,low,Serine protease,acetate/propionate family kinase,0
Mycoplasma_pneumoniae_M129,gene_378170aeb3ce,0.45,low,Lipoprotein,DNA-directed RNA polymerase subunit beta,0
Mycoplasma_pneumoniae_M129,gene_5d6098583782,0.35,low,DNA-binding transcription regulator,threonine--tRNA ligase,0
Mycoplasma_pneumoniae_M129,gene_8cb94f6bcb1d,0.35,low,Serine protease,NAD(+) synthase,0
Mycoplasma_pneumoniae_M129,gene_854d8afff214,0.35,low,DNA-binding transcription regulator,MPN565 family protein,0
Mycoplasma_pneumoniae_M129,gene_7b1a4d48ce31,0.35,low,ATP/GTP binding protein,GTPase ObgE,0
Mycoplasma_pneumoniae_M129,gene_8d450db63e9a,0.35,low,ATP/GTP binding protein,GTPase Era,0
Mycoplasma_pneumoniae_M129,gene_bac0fa1177de,0.35,low,DNA-binding transcription regulator,arginine--tRNA ligase,0
Mycoplasma_pneumoniae_M129,gene_51d2ebe6b271,0.35,low,Serine protease,DUF31 family putative serine protease,1
Mycoplasma_pneumoniae_M129,gene_8a67b749aed5,0.35,low,Serine protease,DAK2 domain-containing protein,0
Mycoplasma_pneumoniae_M129,gene_945fba4e7930,0.35,low,Lipoprotein,DUF31 family protein,0
Mycoplasma_pneumoniae_M129,gene_dd7ba50d6b6c,0.35,low,Serine protease,DUF31 family putative serine protease,1
Mycoplasma_pneumoniae_M129,gene_4fd7eb380b97,0.35,low,Serine protease,DUF31 family putative serine protease,1
Mycoplasma_pneumoniae_M129,gene_48736b4bc4b0,0.35,low,Lipoprotein,DUF31 family protein,0
Mycoplasma_pneumoniae_M129,gene_9294f5305f80,0.35,low,Lipoprotein,DUF31 family protein,0
Mycoplasma_pneumoniae_M129,gene_e70b58201ac6,0.35,low,ATP/GTP binding protein,uridine kinase,0
Mycoplasma_pneumoniae_M129,gene_e47d7e9963ad,0.35,low,DNA-binding transcription regulator,DUF31 family putative serine protease,0
Mycoplasma_pneumoniae_M129,gene_0921a0a9aebd,0.35,low,Lipoprotein,F0F1 ATP synthase subunit B,0
Mycoplasma_pneumoniae_M129,gene_dd4d260950bf,0.35,low,ATP/GTP binding protein,co-chaperone GroES,0
Mycoplasma_pneumoniae_M129,gene_281bc90f3b83,0.35,low,ATP/GTP binding protein,F0F1 ATP synthase subunit beta,0
Mycoplasma_pneumoniae_M129,gene_18f2cd377e29,0.35,low,ATP/GTP binding protein,phosphate ABC transporter ATP-binding protein PstB,0
Mycoplasma_pneumoniae_M129,gene_5588fdc1fda2,0.35,low,Serine protease,substrate-binding domain-containing protein,0
Mycoplasma_pneumoniae_M129,gene_48190a7b4bf1,0.35,low,Lipoprotein,DUF31 family putative serine protease,0
Mycoplasma_pneumoniae_M129,gene_d4dd696fde41,0.35,low,ATP/GTP binding protein,DNA polymerase III subunit gamma/tau,0
Mycoplasma_pneumoniae_M129,gene_cf211a031e5d,0.35,low,DNA-binding transcription regulator,phosphate ABC transporter permease PstA,0
Mycoplasma_pneumoniae_M129,gene_e8ae64887106,0.35,low,Lipoprotein,phosphopyruvate hydratase,0
Mycoplasma_pneumoniae_M129,gene_c5c76fb7f8b6,0.35,low,DNA-binding transcription regulator,phosphatidate cytidylyltransferase,0
Mycoplasma_pneumoniae_M129,gene_e95a6af7580a,0.35,low,Lipoprotein,lipoprotein,1
Mycoplasma_pneumoniae_M129,gene_119ec9c9f50c,0.35,low,Lipoprotein,lipoprotein,1
Mycoplasma_pneumoniae_M129,gene_03e4d108a8d8,0.35,low,Lipoprotein,lipoprotein,1
Mycoplasma_pneumoniae_M129,gene_5cd4e287f199,0.35,low,Lipoprotein,lipoprotein,1
Mycoplasma_pneumoniae_M129,gene_4bffc82f699d,0.35,low,Lipoprotein,lipoprotein,1
Mycoplasma_pneumoniae_M129,gene_adcd79420851,0.35,low,Lipoprotein,lipoprotein,1
Mycoplasma_pneumoniae_M129,gene_3a63123dccbd,0.35,low,DNA-binding transcription regulator,DUF5426 family protein,0
Mycoplasma_pneumoniae_M129,gene_d4faca22e995,0.35,low,Lipoprotein,lipoprotein,1
Mycoplasma_pneumoniae_M129,gene_94f9242edcc3,0.35,low,Lipoprotein,hydroperoxide reductase,0
Mycoplasma_pneumoniae_M129,gene_92450e96cf78,0.35,low,Lipoprotein,lipoprotein,1
Mycoplasma_pneumoniae_M129,gene_2555eb6e5260,0.35,low,ATP/GTP binding protein,F0F1 ATP synthase subunit alpha,0
Mycoplasma_pneumoniae_M129,gene_241d2726c6ba,0.35,low,ATP/GTP binding protein,ATP-dependent zinc metalloprotease FtsH,0
Mycoplasma_pneumoniae_M129,gene_066f819e662c,0.35,low,DNA-binding transcription regulator,hypoxanthine phosphoribosyltransferase,0
Mycoplasma_pneumoniae_M129,gene_b2badf180511,0.35,low,ATP/GTP binding protein,ribosome biogenesis GTPase YlqF,0
Mycoplasma_pneumoniae_M129,gene_1e5570a291c0,0.35,low,ATP/GTP binding protein,elongation factor Tu,0
Mycoplasma_pneumoniae_M129,gene_2caf7e0c4b21,0.35,low,ATP/GTP binding protein,chromosomal replication initiator protein DnaA,0
Mycoplasma_pneumoniae_M129,gene_540e8b15b8f6,0.45,low,DNA-binding transcription regulator,L-lactate dehydrogenase,0
Mycoplasma_pneumoniae_M129,gene_6c3023853ebc,0.35,low,ATP/GTP binding protein,ABC transporter ATP-binding protein,1
Staphylococcus_aureus_8325,gene_ccf0cdd68859,0.35,low,ATP/GTP binding protein,chromosomal replication initiation protein,0
Staphylococcus_aureus_8325,gene_bbd69f04168a,0.495,low,ATP/GTP binding protein,recombination protein F,0
Staphylococcus_aureus_8325,gene_76f76d25d7dd,0.35,low,ATP/GTP binding protein,replicative DNA helicase,0
Staphylococcus_aureus_8325,gene_b62c2e4b4cba,0.35,low,Lipoprotein,seryl-tRNA synthetase,0
Staphylococcus_aureus_8325,gene_208f0c20a9fe,0.35,low,DNA-binding transcription regulator,L-lactate permease,0
Staphylococcus_aureus_8325,gene_c1754c3c919c,0.35,low,Lipoprotein,"2,3-diaminopropionate biosynthesis protein SbnB",0
Staphylococcus_aureus_8325,gene_6da943c42b12,0.35,low,Lipoprotein,periplasmic binding protein,0
Staphylococcus_aureus_8325,gene_cd4195cf15bd,0.35,low,DNA-binding transcription regulator,lipoprotein SirB,0
Staphylococcus_aureus_8325,gene_7646dc737793,0.35,low,ATP/GTP binding protein,phosphopentomutase,0
Staphylococcus_aureus_8325,gene_64556ca37d69,0.35,low,DNA-binding transcription regulator,capsular polysaccharide biosynthesis protein O-acetyl transferase Cap5H,0
Staphylococcus_aureus_8325,gene_05a6c565a32d,0.45,low,DNA-binding transcription regulator,bifunctional acetaldehyde-CoA/alcohol dehydrogenase,0
Staphylococcus_aureus_8325,gene_9dcf72f3134e,0.35,low,ATP/GTP binding protein,N-acetylmuramic acid-6-phosphate etherase,0
Staphylococcus_aureus_8325,gene_c23aad49a2c3,0.35,low,DNA-binding transcription regulator,PTS system glucose-specific protein,0
Staphylococcus_aureus_8325,gene_069c638089a1,0.35,low,DNA-binding transcription regulator,branched-chain amino acid transport system II carrier protein,0
Staphylococcus_aureus_8325,gene_dfdbf07c8709,0.35,low,Lipoprotein,RGD-containing lipoprotein,1
Staphylococcus_aureus_8325,gene_79305c935d03,0.35,low,ATP/GTP binding protein,azoreductase,0
Staphylococcus_aureus_8325,gene_a12703eea570,0.35,low,ATP/GTP binding protein,multiple sugar-binding transport ATP-binding protein,0
Staphylococcus_aureus_8325,gene_da7ebedc2ab6,0.35,low,DNA-binding transcription regulator,gamma-glutamyltranspeptidase,0
Staphylococcus_aureus_8325,gene_f03bcd182c14,0.35,low,Lipoprotein,extracellular solute-binding protein,0
Staphylococcus_aureus_8325,gene_3d04a03afdf4,0.35,low,Lipoprotein,response regulator receiver domain-containing protein,0
Staphylococcus_aureus_8325,gene_3afcf357f055,0.35,low,Lipoprotein,lipoprotein,1
